PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
85,2024-03-16,15:48:53.01,3,1,"Scott, Dylan",1000310831,Right,CON_CHI,"Lopez, Aaron",1000190334,Right,CEN_COL,Undefined,3,Bottom,1,0,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.72075,-1.57907,-1.686386,1905.916763,219.349921,1:15,5.61638,0.62158,6.6261,-23.98505,16.16084,12.0878,2.17078,0.08433,74.96211,-6.16765,0.513977,0.456029,,,,,,,,,,,,-6.9013,9.42508,-0.51186,50,5.49945,3.10656,-120.11514,-3.91081,-9.95069,26.10361,-18.58442,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,37e97940-e3ce-11ee-936f-69860a6351e7,82.65368,,,7.75864,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:48:53.01,2024-03-16T15:48:53.0138806-04:00,2024-03-16T19:48:53.0138806Z,,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,ce063946-198c-46ce-81a4-88b5a47c4844,53.86959,-120.95316,13.05181,5.61543,-3.31419,-9.29221,-0.61673,3.42601,-4.97534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2024-03-16,15:49:16.17,3,2,"Scott, Dylan",1000310831,Right,CON_CHI,"Lopez, Aaron",1000190334,Right,CEN_COL,Undefined,3,Bottom,1,0,1,Cutter,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,74.55153,2.190735,-1.704615,1667.390735,228.588607,1:30,5.2149,0.80545,6.66049,-35.35104,13.82776,13.8291,4.27545,0.39763,67.6596,-4.53072,0.811145,0.504731,,,,,,,,,,,,-7.72083,7.12418,-0.69555,50,5.34791,2.76463,-108.23254,3.29747,-9.0899,20.20969,-23.7866,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,45c2da70-e3ce-11ee-936f-69860a6351e7,74.6782,,,6.89194,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:49:16.17,2024-03-16T15:49:16.1780918-04:00,2024-03-16T19:49:16.1780918Z,,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,7af3825e-d53b-4b03-87d1-7337cb830b47,53.83363,-108.94602,10.10484,5.21667,4.13724,-11.8933,-0.79882,3.08554,-4.54495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2024-03-16,15:49:32.94,3,3,"Scott, Dylan",1000310831,Right,CON_CHI,"Lopez, Aaron",1000190334,Right,CEN_COL,Undefined,3,Bottom,1,1,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.43278,-2.364589,-2.868152,1991.832859,219.294791,1:15,5.71087,0.41313,6.52737,-23.59667,18.1656,13.61894,1.57134,-1.08529,73.67712,-6.880537,-0.39628,0.465118,,,,,,,,,,,,-8.04587,10.72398,-0.21916,50,5.53612,5.42562,-118.04608,-5.45737,-11.18827,25.51564,-17.26168,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,4fbc6960-e3ce-11ee-936f-69860a6351e7,81.0384,,,7.75567,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:49:32.94,2024-03-16T15:49:32.9458358-04:00,2024-03-16T19:49:32.9458358Z,,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,2a2169ec-0df9-48db-8ccc-f5523c2bb5a7,53.96761,-118.90059,12.75782,5.7092,-4.87928,-8.63084,-0.40714,5.80031,-5.59413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2024-03-16,15:49:50.14,3,4,"Scott, Dylan",1000310831,Right,CON_CHI,"Lopez, Aaron",1000190334,Right,CEN_COL,Undefined,3,Bottom,1,1,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,73.38,0.193871,-0.515939,2018.808589,67.234456,8:15,5.38323,0.99261,6.61502,-52.66715,-1.09878,-7.26646,1.17186,-0.08546,66.30783,-9.661346,-1.84141,0.516848,89.75899,1.690765,-28.163367,2566.222352,,,,62.57363,54.6615,-30.455945,0.482363,3.66559,-0.15232,-0.95476,50,5.37527,1.1874,-106.56686,-0.99909,4.10245,22.88077,-32.34454,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,59faa270-e3ce-11ee-936f-69860a6351e7,72.92745,1.8677,,7.07217,,,,2.33642,1.62209,-0.17783,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:49:50.14,2024-03-16T15:49:50.1483190-04:00,2024-03-16T19:49:50.1483190Z,GroundBall,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,b022f877-6df6-4288-834c-baa6a936d1d4,53.8818,-107.39708,11.44039,5.39022,0.17452,-16.17227,-0.99515,1.03855,2.05122,,2.34633,115.73643,-18.23685,,,,,,,1.62623,3.77022,-14.8229,,,,,,,-0.16631,-62.42841,-6.22552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
89,2024-03-16,15:50:31.06,4,1,"Scott, Dylan",1000310831,Right,CON_CHI,"Thompson, Karson",1000126727,Right,CEN_COL,Undefined,3,Bottom,2,0,0,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.39455,-0.920704,-1.262969,1917.081801,219.317865,1:15,5.52783,0.50845,6.53322,-24.72001,17.30843,12.85119,2.62303,0.42073,72.95793,-5.677925,1.072192,0.466598,57.07913,60.84622,93.352501,4401.695682,,,,,50.78403,,,-7.15855,9.8519,-0.42583,50,5.45336,2.13697,-118.08829,-2.50347,-9.86578,27.51686,-18.59634,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,726369f0-e3ce-11ee-936f-69860a6351e7,80.78134,60.50452,,8.43663,,,,1.7884,2.39752,-0.32058,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:50:31.06,2024-03-16T15:50:31.0641846-04:00,2024-03-16T19:50:31.0641846Z,,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,b937f224-2d72-4129-8102-27d64b66760a,53.96028,-119.00754,13.75843,5.52661,-1.88223,-9.29817,-0.50272,2.46655,-4.93289,150.626867,1.7884,-2.38489,2.39935,-0.58609,0.11164,-0.01336,-0.00501,0.00348,-0.00068,2.39752,73.11041,-26.61966,3.43021,-0.75185,0.16138,-0.03886,0.00838,-0.00105,-0.32058,40.71282,-5.48611,1.2921,-0.24606,0.0396,0.00162,-0.00357,0.00077,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
90,2024-03-16,15:50:45.61,4,2,"Scott, Dylan",1000310831,Right,CON_CHI,"Thompson, Karson",1000126727,Right,CEN_COL,Undefined,3,Bottom,2,0,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.01368,-1.680962,-2.219194,1859.707281,209.798047,1:00,5.49147,0.4209,6.63965,-17.02481,23.19111,12.39733,2.53239,-0.57846,74.42564,-5.037394,0.035689,0.456426,,,,,,,,,,,,-7.19083,13.15198,-0.27507,50,5.37029,4.19785,-120.35798,-3.86097,-10.32656,27.93197,-13.28685,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,7b04bbe0-e3ce-11ee-936f-69860a6351e7,82.58172,,,8.58805,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:50:45.61,2024-03-16T15:50:45.6145590-04:00,2024-03-16T19:50:45.6145590Z,,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,6e54d792-8207-4ee2-a174-085b81ef2ab5,53.85215,-121.24867,13.96598,5.48665,-3.43728,-6.64343,-0.41418,4.52714,-5.16328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2024-03-16,15:51:00.80,4,3,"Scott, Dylan",1000310831,Right,CON_CHI,"Thompson, Karson",1000126727,Right,CEN_COL,Undefined,3,Bottom,2,0,2,Cutter,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.55147,-0.647507,-4.180376,1957.572525,108.69532,9:30,5.43271,0.72046,6.72804,-44.01861,6.53071,-13.24989,1.17116,-4.21076,66.77919,-8.932913,-6.584788,0.511716,,,,,,,,,,,,5.29492,4.36803,-0.4406,50,5.37418,8.3234,-107.81884,-2.32561,6.00843,25.02766,-27.21739,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,842b6a70-e3ce-11ee-936f-69860a6351e7,73.6589,,,7.77228,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:51:00.80,2024-03-16T15:51:00.8094902-04:00,2024-03-16T19:51:00.8094902Z,,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,e4450133-c58a-442e-bc79-e91254055c70,53.76257,-108.68872,12.51383,5.43858,-1.37962,-13.60869,-0.72627,8.11456,3.00422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,2024-03-16,15:52:03.78,4,4,"Scott, Dylan",1000310831,Right,CON_CHI,"Thompson, Karson",1000126727,Right,CEN_COL,Undefined,3,Bottom,2,1,2,Cutter,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,74.54386,-0.813875,-1.994275,1971.057781,156.284596,11:15,5.37929,0.79006,6.88912,-41.06109,8.56512,-2.91201,1.21556,-1.27022,67.05776,-8.601371,-2.527187,0.507022,,,,,,,,,,,,0.82579,5.40945,-0.6633,50,5.31388,3.8573,-108.15753,-2.51065,0.95051,23.83533,-25.94758,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,a9ab0670-e3ce-11ee-936f-69860a6351e7,74.34084,,,7.4861,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:52:03.78,2024-03-16T15:52:03.7832374-04:00,2024-03-16T19:52:03.7832374Z,,v3,,,,"Labutka, Ben",1000310820,Right,CON_CHI,2a05fea1-5f76-4172-b288-f3c7d103e747,53.60441,-108.94896,11.91767,5.38294,-1.64909,-12.97379,-0.79086,3.82574,0.47526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,2024-03-16,15:54:00.19,1,1,"Prather, Ben",1000190341,Right,CEN_COL,"Anderson, Caleb",1000239290,Left,CON_CHI,Undefined,4,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.6688,-0.743566,-2.948422,1843.742154,240.712633,2:00,5.07312,1.04362,6.35686,-26.89671,11.09902,17.31958,2.14645,-0.22902,77.23616,-5.838358,0.185006,0.443648,,,,,,,,,,,,-9.92544,6.42819,-0.83734,50,5.00679,5.71821,-124.22938,-2.3949,-15.25894,28.65886,-22.29161,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,ef101200-e3ce-11ee-936f-69860a6351e7,84.96017,,,8.43264,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:54:00.19,2024-03-16T15:54:00.1965238-04:00,2024-03-16T19:54:00.1965238Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,d36f34dd-2809-47ae-b440-2cd101ae5d17,54.13813,-125.18038,14.32943,5.07399,-1.65518,-11.14581,-1.0355,6.22455,-7.62947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,2024-03-16,15:54:13.14,1,2,"Prather, Ben",1000190341,Right,CEN_COL,"Anderson, Caleb",1000239290,Left,CON_CHI,Undefined,4,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.6169,1.369044,-0.136864,1375.786616,250.83401,2:15,4.95335,1.1474,5.89796,-39.00431,7.80768,17.86875,2.97418,2.5094,70.41987,-5.894972,3.070636,0.492436,,,,,,,,,,,,-9.09205,4.08622,-1.14612,50,5.04155,-0.41212,-112.62895,1.5176,-11.54978,22.56734,-26.98326,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,f6bfff10-e3ce-11ee-936f-69860a6351e7,76.54281,,,7.19703,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:54:13.14,2024-03-16T15:54:13.1484854-04:00,2024-03-16T19:54:13.1484854Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,eb627f2d-e382-463a-a1c7-028f37ed7037,54.5967,-113.54625,11.28367,4.95758,2.6144,-13.49163,-1.1389,0.05735,-5.77489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2024-03-16,15:54:31.94,1,3,"Prather, Ben",1000190341,Right,CEN_COL,"Anderson, Caleb",1000239290,Left,CON_CHI,Undefined,4,Top,0,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.53187,1.687954,1.103684,1897.307835,79.3867,8:45,4.94867,1.19578,5.4827,-53.60306,-1.67957,-18.98832,2.06174,0.64615,67.40644,-8.146578,-2.282021,0.518625,,,,,,,,,,,,9.87587,-0.80937,-1.27946,50,5.06077,-1.3566,-108.02284,1.46358,11.45845,21.98871,-33.11312,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,01f939f0-e3cf-11ee-936f-69860a6351e7,72.67766,,,7.12543,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:54:31.94,2024-03-16T15:54:31.9499958-04:00,2024-03-16T19:54:31.9499958Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,6d7c8fd3-3113-4775-81f4-f078e2f2ed78,55.01394,-109.03868,10.99435,4.95782,2.99334,-16.55656,-1.20455,-1.88596,5.72923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,2024-03-16,15:54:46.73,1,4,"Prather, Ben",1000190341,Right,CEN_COL,"Anderson, Caleb",1000239290,Left,CON_CHI,Undefined,4,Top,0,1,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.51349,-0.738217,-2.650198,2026.911261,235.164452,1:45,5.5333,0.72896,6.39286,-21.10962,14.613,19.04005,3.09446,-0.12352,79.2591,-4.794304,0.797152,0.430173,73.01471,26.197726,-44.770966,3372.796581,71.59153,36.21267,-83.51397,233.9424,210.4538,-54.553053,3.147016,-10.81894,8.25658,-0.54676,50,5.47059,5.17585,-128.33989,-2.23597,-17.63925,32.12341,-18.71247,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,0abdf260-e3cf-11ee-936f-69860a6351e7,87.62164,36.65561,,9.25439,,,,1.15863,3.11688,0.14654,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:54:46.73,2024-03-16T15:54:46.7328182-04:00,2024-03-16T19:54:46.7328182Z,FlyBall,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,2b6ce62c-f2f6-4f6b-94f3-2b5b55b40c9b,54.10218,-129.36259,16.0617,5.53229,-1.64023,-9.35624,-0.72048,5.73742,-8.81962,124.449499,1.15836,68.22693,-14.33521,3.73765,-1.16437,0.44949,-0.15675,0.0323,-0.00267,3.1172,47.26312,-17.91315,0.78976,0.27815,-0.27896,0.11748,-0.02339,0.00178,0.14664,-67.67658,2.57291,0.04686,-0.01624,-0.06724,0.04171,-0.01055,0.00098,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
97,2024-03-16,15:55:12.16,1,5,"Prather, Ben",1000190341,Right,CEN_COL,"Anderson, Caleb",1000239290,Left,CON_CHI,Undefined,4,Top,0,1,2,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.39798,0.119842,-1.113518,1910.048738,141.207016,10:45,5.13465,1.16256,5.78329,-39.43156,5.39918,-2.84516,1.9602,-0.11062,71.45674,-7.237761,-1.623502,0.481903,47.45187,60.315176,-65.18935,4961.196881,,,,94.24333,44.43649,-77.359154,3.359501,1.02087,3.23319,-1.06907,50,5.12141,2.37511,-116.36359,-1.00867,1.35096,28.91828,-27.89546,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,19f9a2b0-e3cf-11ee-936f-69860a6351e7,78.21589,48.04957,,8.94124,,,,0.90581,2.55435,-0.07393,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:55:12.16,2024-03-16T15:55:12.1665718-04:00,2024-03-16T19:55:12.1665718Z,Popup,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,3ee26471-0cb5-49d3-986b-c8c54aa7e153,54.70854,-117.52791,14.45914,5.13941,0.11448,-13.94773,-1.1636,2.32072,0.67548,149.845898,0.90575,14.43279,-7.1742,1.55731,1.47323,-1.6623,0.74085,-0.15586,0.0126,2.55091,60.57748,-23.5497,3.8727,-2.1273,1.03595,-0.29521,0.0425,-0.00249,-0.0738,-31.29039,1.96793,-0.4043,0.18016,-0.12143,0.05263,-0.01171,0.001,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
98,2024-03-16,15:56:04.54,1,6,"Prather, Ben",1000190341,Right,CEN_COL,"Anderson, Caleb",1000239290,Left,CON_CHI,Undefined,4,Top,0,1,2,Slider,,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,308fa600-e3cf-11ee-936f-69860a6351e7,,,,,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:56:04.54,2024-03-16T15:56:04.5457974-04:00,2024-03-16T19:56:04.5457974Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2024-03-16,15:56:05.54,1,7,"Prather, Ben",1000190341,Right,CEN_COL,"Anderson, Caleb",1000239290,Left,CON_CHI,Undefined,4,Top,0,1,2,Fastball,Four-Seam,HitByPitch,Undefined,Undefined,Undefined,0,0,,87.79444,-1.588139,-3.159558,2104.356054,189.404088,12:15,5.58818,0.46218,6.81273,-18.40198,18.00139,2.72032,2.60312,-2.19677,77.42638,-5.21308,-2.663966,0.434252,,,,,,,,,,,,-2.7487,10.66847,-0.25934,50,5.47886,6.9195,-127.1231,-3.94464,-4.30702,36.34591,-15.45732,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,39b39570-e3cf-11ee-936f-69860a6351e7,86.79848,,,10.36806,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:56:05.54,2024-03-16T15:56:05.5457974-04:00,2024-03-16T19:56:05.5457974Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,7e798b4c-7acc-4375-9f95-757c3360b2c4,53.68234,-128.1716,18.17296,5.58622,-3.49873,-7.72866,-0.46075,7.04375,-2.15351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
100,2024-03-16,15:56:32.78,2,1,"Prather, Ben",1000190341,Right,CEN_COL,"Hickman, Elijah",1000180656,Left,CON_CHI,Undefined,4,Top,0,0,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.96042,-1.287453,-3.016915,1997.015413,276.942915,3:15,5.04451,1.11557,6.37637,-39.5299,-0.80307,20.59537,0.56406,0.05373,75.93593,-8.69907,0.718465,0.447896,,,,,,,,,,,,-11.9243,0.6078,-0.90667,50,4.93423,5.73188,-124.35928,-4.06251,-17.84633,35.20941,-31.26438,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,49f82a40-e3cf-11ee-936f-69860a6351e7,84.15442,,,10.02449,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:56:32.78,2024-03-16T15:56:32.7816374-04:00,2024-03-16T19:56:32.7816374Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,52ab2017-5d4f-4de7-ac4f-5aedef9d84bd,54.11703,-125.51951,17.6047,5.05112,-3.03228,-15.63219,-1.10524,6.31996,-8.92316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
101,2024-03-16,15:56:52.59,2,2,"Prather, Ben",1000190341,Right,CEN_COL,"Hickman, Elijah",1000180656,Left,CON_CHI,Undefined,4,Top,0,0,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.86811,0.77072,-0.87867,1910.557748,58.773623,8:00,4.90091,1.32654,5.78369,-58.07117,-8.74473,-17.85308,0.77881,-0.97875,68.42767,-9.922974,-4.08364,0.505489,,,,,,,,,,,,8.76717,-4.23177,-1.24319,50,4.93,2.3791,-111.29378,-0.36137,10.52456,27.93802,-37.2541,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,55cdcc30-e3cf-11ee-936f-69860a6351e7,74.56634,,,8.44044,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:56:52.59,2024-03-16T15:56:52.5946550-04:00,2024-03-16T19:56:52.5946550Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,c7a523ec-8244-47fa-aa0f-814d5496bd58,54.71231,-112.47049,13.96901,4.91217,1.20771,-18.62705,-1.33405,1.93582,5.26228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
102,2024-03-16,15:57:07.63,2,3,"Prather, Ben",1000190341,Right,CEN_COL,"Hickman, Elijah",1000180656,Left,CON_CHI,Undefined,4,Top,0,1,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.14357,-0.048663,-1.495321,1967.923587,230.628346,1:45,5.244,1.08511,6.19449,-29.45659,11.12052,11.03233,2.74434,0.62372,73.22341,-5.723837,0.496498,0.458471,,,,,,,,,,,,-6.27894,6.34252,-0.97726,50,5.2265,2.72855,-122.84527,-0.96467,-8.9796,38.80306,-23.10349,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,5ec4df40-e3cf-11ee-936f-69860a6351e7,82.21335,,,11.92016,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:57:07.63,2024-03-16T15:57:07.6342966-04:00,2024-03-16T19:57:07.6342966Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,d2c9d308-f16c-4f7e-add0-c15908cbfcdc,54.28761,-124.19221,19.40153,5.24607,-0.16269,-11.55175,-1.07739,3.04025,-4.4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
103,2024-03-16,15:57:41.89,2,4,"Prather, Ben",1000190341,Right,CEN_COL,"Hickman, Elijah",1000180656,Left,CON_CHI,Undefined,4,Top,0,1,2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,85.88118,-0.283591,-2.495078,1981.143035,241.04654,2:00,4.99572,1.28399,6.25104,-27.39659,11.67127,17.89548,2.4509,0.4729,75.20704,-5.536409,0.737231,0.449864,,,,,,,,,,,,-10.14461,6.65634,-1.10617,50,4.96179,4.65364,-124.15438,-1.40996,-15.11281,35.38331,-22.25781,CEN_COL,CON_CHI,GaryWright,D3,Team,20240316-GaryWright-2,732f7710-e3cf-11ee-936f-69860a6351e7,83.78632,,,10.67414,,,,,,,b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3,2024-03-16,19:57:41.89,2024-03-16T15:57:41.8907830-04:00,2024-03-16T19:57:41.8907830Z,,v3,,,,"Weyler, Evan",1000190342,Right,CEN_COL,3f94b349-8336-4ea9-ad77-c303000686a8,54.23699,-125.35608,17.69166,4.99684,-0.65404,-11.1289,-1.27294,5.16691,-7.55641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
